user_id,target_pos,original_interactions,best_interactions,cfs,len_cfs
73,5,"[ 570 1075 1095 2167  221 1058 1211 1229   65  588 1019  504  483  642
 2171 1073  199  793  132  243]","[ 570 1075 1095 2167  221 1058 1211 1229   65  588 1019  504  483  642
 2171  199  793  132  243]",[1073],1
73,7,"[ 570 1075 1095 2167  221 1058 1211 1229   65  588 1019  504  483  642
 2171 1073  199  793  132  243]","[ 570 1075 1095 2167  221 1058 1211 1229   65 1019  504  483  642 2171
 1073  199  793  132  243]",[588],1
75,1,"[1095 1410 1770 2197 1342  324 1328 2196  939 1823 2198  275  291  572
  734 1178  663  133 1402  944]","[1095 1410 1770 2197 1342  324 1328 2196  939 1823 2198  275  291  572
  734 1178  663  133]",[ 944 1402],2
75,3,"[1095 1410 1770 2197 1342  324 1328 2196  939 1823 2198  275  291  572
  734 1178  663  133 1402  944]","[1095 1410 1770 2197 1342  324 1328 2196  939 1823 2198  275  291  572
  734 1178  663  133 1402]",[944],1
75,5,"[1095 1410 1770 2197 1342  324 1328 2196  939 1823 2198  275  291  572
  734 1178  663  133 1402  944]","[1095 1410 1770 2197 1342  324 1328 2196  939 1823 2198  275  291  572
  734 1178  663  133 1402]",[944],1
75,7,"[1095 1410 1770 2197 1342  324 1328 2196  939 1823 2198  275  291  572
  734 1178  663  133 1402  944]","[1095 1410 1770 2197 1342  324 1328 2196  939 1823 2198  275  291  572
  734 1178  663  133  944]",[1402],1
76,1,"[  30  260   41  245  129  980 1233 1489  503  157  539  527  388 2059
  698 2019  546    4 2092  268]","[  30  260   41  245  129  980 1233 1489  503  157  539  527  388 2059
  698 2092]",[   4  268  546 2019],4
76,3,"[  30  260   41  245  129  980 1233 1489  503  157  539  527  388 2059
  698 2019  546    4 2092  268]","[  30  260   41  245  129  980 1233 1489  503  157  539  527  388 2059
  698  546    4  268]",[2019 2092],2
76,5,"[  30  260   41  245  129  980 1233 1489  503  157  539  527  388 2059
  698 2019  546    4 2092  268]","[  30  260   41  245  129  980 1233 1489  503  157  539  527  388 2059
  698 2019  546 2092]",[  4 268],2
76,7,"[  30  260   41  245  129  980 1233 1489  503  157  539  527  388 2059
  698 2019  546    4 2092  268]","[  30  260   41  245  129  980 1233 1489  503  157  527  388 2059  698
 2019  546    4 2092  268]",[539],1
78,1,"[  10  135 2229  531 1626 2227  372 1597  261  315  324 2218  336 1756
  366 1347  640 1460 2223  419]","[  10  135 2229  531 1626 2227  372 1597  261  315  324 2218  336 1756
  366  640 1460]",[ 419 1347 2223],3
78,3,"[  10  135 2229  531 1626 2227  372 1597  261  315  324 2218  336 1756
  366 1347  640 1460 2223  419]","[  10  135 2229  531 1626 2227  372 1597  261  315  324 2218  336 1756
 1347  640 1460]",[ 366  419 2223],3
78,5,"[  10  135 2229  531 1626 2227  372 1597  261  315  324 2218  336 1756
  366 1347  640 1460 2223  419]","[  10  135 2229  531 1626 2227  372 1597  261  315  324 2218  336 1756
  366 1347  640 1460]",[ 419 2223],2
78,7,"[  10  135 2229  531 1626 2227  372 1597  261  315  324 2218  336 1756
  366 1347  640 1460 2223  419]","[2229  531 1626 2227  372 1597  261  315  324 2218  336 1756  366 1347
  640 1460  419]",[  10  135 2223],3
82,1,"[ 120  937  556  880  809   24  129   52  705  462  124   60 1981  329
  582  568  121  844  260  918]",[120 937 556 880 809  24 129  52 705 462 124  60 329 582 568 121 260 918],[ 844 1981],2
82,3,"[ 120  937  556  880  809   24  129   52  705  462  124   60 1981  329
  582  568  121  844  260  918]","[ 120  937  556  880  809   24  129   52  705  462  124   60 1981  329
  582  568  121  844  918]",[260],1
82,5,"[ 120  937  556  880  809   24  129   52  705  462  124   60 1981  329
  582  568  121  844  260  918]","[ 120  937  556  880  809   24  129   52  705  462  124   60 1981  582
  568  121  844  260  918]",[329],1
82,7,"[ 120  937  556  880  809   24  129   52  705  462  124   60 1981  329
  582  568  121  844  260  918]","[ 120  937  556  880  809   24  129   52  705  462  124   60 1981  329
  582  568  121  844  918]",[260],1
83,1,"[ 353  791  509   70  318 2238  502  733  929  339  882  924  264  892
  219   27  718  188   61 1027]","[ 353  791  509   70  318 2238  502  733  929  339  882  924  264  892
   27  718  188   61 1027]",[219],1
83,3,"[ 353  791  509   70  318 2238  502  733  929  339  882  924  264  892
  219   27  718  188   61 1027]","[ 353  791  509   70  318 2238  502  733  929  339  882  924  264  892
  219  718  188   61 1027]",[27],1
83,5,"[ 353  791  509   70  318 2238  502  733  929  339  882  924  264  892
  219   27  718  188   61 1027]","[ 353  791  509   70  318 2238  502  733  929  339  882  924  264  892
  219   27  718  188   61]",[1027],1
83,7,"[ 353  791  509   70  318 2238  502  733  929  339  882  924  264  892
  219   27  718  188   61 1027]","[ 353  791  509   70  318 2238  502  733  929  339  882  924  264  892
  219   27  188   61 1027]",[718],1
90,1,"[ 739  899  872 2259  567 1203  635 1379 2267  658  134   92  599 2263
 1042 2166  350  532  518  950]","[ 739  899  872 2259  567 1203  635 1379 2267  658  134   92  599 2263
 1042 2166  950]",[350 518 532],3
90,3,"[ 739  899  872 2259  567 1203  635 1379 2267  658  134   92  599 2263
 1042 2166  350  532  518  950]","[ 739  899  872 2259  567 1203  635 1379 2267  658  134   92  599 2263
 1042 2166  532  518]",[350 950],2
90,5,"[ 739  899  872 2259  567 1203  635 1379 2267  658  134   92  599 2263
 1042 2166  350  532  518  950]","[ 739  899  872 2259  567 1203  635 1379 2267  658  134   92  599 2263
 1042 2166  350  518  950]",[532],1
90,7,"[ 739  899  872 2259  567 1203  635 1379 2267  658  134   92  599 2263
 1042 2166  350  532  518  950]","[ 739  899  872 2259  567 1203  635 1379 2267  658  134   92  599 2263
 1042 2166  518  950]",[350 532],2
92,1,"[ 189  620  776  853  559 1301 1037 1086 1177  111  121 1214   80  588
 1173  474 1869 1146 1890 1064]","[ 189  620  776  853  559 1301 1037 1086 1177  111  121 1214   80  588
 1173  474 1869 1146 1890]",[1064],1
92,3,"[ 189  620  776  853  559 1301 1037 1086 1177  111  121 1214   80  588
 1173  474 1869 1146 1890 1064]","[ 189  620  776  853  559 1301 1037 1086 1177  111  121 1214   80  588
 1173  474 1869 1146 1890]",[1064],1
92,5,"[ 189  620  776  853  559 1301 1037 1086 1177  111  121 1214   80  588
 1173  474 1869 1146 1890 1064]","[ 189  620  776  853  559 1301 1037 1086  111  121 1214   80  588 1173
  474 1869 1146 1890 1064]",[1177],1
92,7,"[ 189  620  776  853  559 1301 1037 1086 1177  111  121 1214   80  588
 1173  474 1869 1146 1890 1064]","[ 189  620  776  853  559 1301 1086 1177  111  121 1214   80  588 1173
  474 1869 1146 1890 1064]",[1037],1
93,1,"[ 206 1227  652  620  158   95  896  197  513 1940  591   99 1798 1079
 1266 1134  576 1185 1697 1397]","[ 206 1227  652  620  158   95  896  197  513 1940  591   99 1798 1079
 1266  576 1697]",[1134 1185 1397],3
93,3,"[ 206 1227  652  620  158   95  896  197  513 1940  591   99 1798 1079
 1266 1134  576 1185 1697 1397]","[ 206 1227  652  620  158   95  896  197  513 1940  591   99 1798 1079
 1266]",[ 576 1134 1185 1397 1697],5
93,5,"[ 206 1227  652  620  158   95  896  197  513 1940  591   99 1798 1079
 1266 1134  576 1185 1697 1397]","[ 206 1227  652  620  158   95  896  197  513 1940  591   99 1798 1079
 1266 1134  576 1185 1397]",[1697],1
93,7,"[ 206 1227  652  620  158   95  896  197  513 1940  591   99 1798 1079
 1266 1134  576 1185 1697 1397]","[ 206  652  620  158   95  896  197  513 1940  591   99 1798 1079 1266
 1134  576 1185 1697]",[1227 1397],2
95,1,"[125 257 189  79 896 135 177 117 383 172 863 734 337 946  24 367 492 438
  39 289]","[125 257 189  79 896 135 177 117 383 172 863 734 337 946  24 367 492 438
  39]",[289],1
95,3,"[125 257 189  79 896 135 177 117 383 172 863 734 337 946  24 367 492 438
  39 289]",[125 257 189  79 896 135 177 117 383 172 863 734 337 946  24 367  39 289],[438 492],2
95,5,"[125 257 189  79 896 135 177 117 383 172 863 734 337 946  24 367 492 438
  39 289]","[125 257 189  79 896 135 177 117 383 172 863 734 337 946  24 367 492 438
 289]",[39],1
95,7,"[125 257 189  79 896 135 177 117 383 172 863 734 337 946  24 367 492 438
  39 289]","[125 257 189  79 896 135 177 117 383 172 863 734 337 946  24 367 438  39
 289]",[492],1
97,1,"[  97 1518 2050  695 1636  709  986  694 2310 1632  322  682 1232  611
  727  649  737 1609  724  122]","[  97 1518 2050  695 1636  709  986  694 2310 1632  322  682 1232  611
  727  649  737 1609  724]",[122],1
97,3,"[  97 1518 2050  695 1636  709  986  694 2310 1632  322  682 1232  611
  727  649  737 1609  724  122]","[  97 1518 2050  695 1636  709  986  694 2310 1632  322  682 1232  611
  649  737 1609  724  122]",[727],1
97,5,"[  97 1518 2050  695 1636  709  986  694 2310 1632  322  682 1232  611
  727  649  737 1609  724  122]","[  97 1518 2050  695 1636  709  986  694 2310 1632  322  682  611  649
  737 1609  724  122]",[ 727 1232],2
97,7,"[  97 1518 2050  695 1636  709  986  694 2310 1632  322  682 1232  611
  727  649  737 1609  724  122]","[  97 1518 2050  695 1636  709  986  694 2310  322  682 1232  611  727
  737 1609  724  122]",[ 649 1632],2
100,1,"[ 406  259  123  715  146    6  111  151  120  529  620  763  161  642
   87 1851 1086  129   68   52]","[ 406  259  123  715  146    6  111  151  120  529  620  763  161  642
   87 1851 1086]",[ 52  68 129],3
100,3,"[ 406  259  123  715  146    6  111  151  120  529  620  763  161  642
   87 1851 1086  129   68   52]","[ 406  259  123  715  146    6  111  151  120  529  620  763  161  642
   87 1851 1086]",[ 52  68 129],3
100,5,"[ 406  259  123  715  146    6  111  151  120  529  620  763  161  642
   87 1851 1086  129   68   52]","[ 406  259  123  715  146    6  111  151  120  529  620  763  161  642
   87 1851 1086  129   52]",[68],1
100,7,"[ 406  259  123  715  146    6  111  151  120  529  620  763  161  642
   87 1851 1086  129   68   52]","[ 406  259  123  715  146    6  111  151  120  529  620  763  161  642
   87 1851 1086  129   52]",[68],1
101,1,"[2319   45    7  157  434  712  114  238 1272  904   61  647  320  161
 1085  158 1095   87 1862 1386]","[2319   45    7  157  434  712  114  238  904   61  647  320  161 1085
  158 1095   87]",[1272 1386 1862],3
101,3,"[2319   45    7  157  434  712  114  238 1272  904   61  647  320  161
 1085  158 1095   87 1862 1386]","[2319   45    7  157  434  712  114  238 1272  904   61  647  320  161
  158   87 1862 1386]",[1085 1095],2
101,5,"[2319   45    7  157  434  712  114  238 1272  904   61  647  320  161
 1085  158 1095   87 1862 1386]","[2319   45    7  157  434  712  114  238 1272  904   61  647  320  161
  158   87 1862 1386]",[1085 1095],2
101,7,"[2319   45    7  157  434  712  114  238 1272  904   61  647  320  161
 1085  158 1095   87 1862 1386]","[2319   45    7  157  434  712  114  238 1272  904   61  647  320  161
 1085  158 1095 1862 1386]",[87],1
102,1,"[ 353  185  950  318  525   44  333  899  219   27 1567 1070  320  559
 1407 1731  663   13  738 2328]","[ 353  185  950  318  525   44  333  899  219 1567 1070  320  559 1407
 1731  663   13 2328]",[ 27 738],2
102,3,"[ 353  185  950  318  525   44  333  899  219   27 1567 1070  320  559
 1407 1731  663   13  738 2328]","[ 185  950  318  525   44  333  899  219   27 1567 1070  320  559 1407
  663   13  738]",[ 353 1731 2328],3
102,5,"[ 353  185  950  318  525   44  333  899  219   27 1567 1070  320  559
 1407 1731  663   13  738 2328]","[ 353  185  950  318  525   44  333  899  219   27 1567 1070  320  559
 1407 1731  663   13  738]",[2328],1
102,7,"[ 353  185  950  318  525   44  333  899  219   27 1567 1070  320  559
 1407 1731  663   13  738 2328]","[ 353  185  950  318  525   44  333  899  219   27 1567 1070  320  559
 1407 1731  663   13 2328]",[738],1
103,1,"[ 434  241  167  151 1879  494   75 1671  126   67 1103  131  591   70
 1014 1333 1716 1086 1067 1397]","[ 434  241  167  151 1879  494   75 1671  126   67 1103  131  591   70
 1014 1333 1716 1067 1397]",[1086],1
103,3,"[ 434  241  167  151 1879  494   75 1671  126   67 1103  131  591   70
 1014 1333 1716 1086 1067 1397]","[ 434  241  167  151 1879  494   75 1671  126   67 1103  131  591   70
 1014 1333 1086]",[1067 1397 1716],3
103,5,"[ 434  241  167  151 1879  494   75 1671  126   67 1103  131  591   70
 1014 1333 1716 1086 1067 1397]","[ 434  241  167  151 1879  494   75 1671  126   67 1103  131  591   70
 1014 1333 1086 1067 1397]",[1716],1
103,7,"[ 434  241  167  151 1879  494   75 1671  126   67 1103  131  591   70
 1014 1333 1716 1086 1067 1397]","[ 434  241  167  151 1879  494   75 1671  126   67 1103  131  591   70
 1014 1086 1067 1397]",[1333 1716],2
107,1,"[ 612  744  322  999  175  598 1922   62 2091 2304  217 2084  965   47
   15 1299 1155  101 2337 2234]","[ 612  744  322  999  175  598 1922   62 2091 2304  217 2084  965   47
   15 1299 1155  101 2234]",[2337],1
107,3,"[ 612  744  322  999  175  598 1922   62 2091 2304  217 2084  965   47
   15 1299 1155  101 2337 2234]","[ 612  744  322  999  175  598 1922   62 2091 2304  217 2084  965   47
   15 1299 1155  101 2337]",[2234],1
107,5,"[ 612  744  322  999  175  598 1922   62 2091 2304  217 2084  965   47
   15 1299 1155  101 2337 2234]","[ 612  744  322  999  175  598 1922   62 2091 2304  217 2084  965   47
   15 1299 1155  101 2234]",[2337],1
107,7,"[ 612  744  322  999  175  598 1922   62 2091 2304  217 2084  965   47
   15 1299 1155  101 2337 2234]","[ 612  744  322  999  598 1922   62 2091 2304  217 2084  965   47   15
 1299 1155  101 2337 2234]",[175],1
109,1,"[ 332 2055    5 1455 1217   16  612  175  607  771  634  336  723  580
  114  201  206 1770  579  722]","[ 332 2055    5 1455 1217   16  612  175  607  771  634  723  580  201
  206 1770  579  722]",[114 336],2
109,3,"[ 332 2055    5 1455 1217   16  612  175  607  771  634  336  723  580
  114  201  206 1770  579  722]","[ 332 2055    5 1455   16  612  175  771  634  336  723  580  114  201
  206 1770  579  722]",[ 607 1217],2
109,5,"[ 332 2055    5 1455 1217   16  612  175  607  771  634  336  723  580
  114  201  206 1770  579  722]","[ 332 2055    5 1455 1217   16  612  175  607  771  634  336  723  580
  114  201  206 1770  579]",[722],1
109,7,"[ 332 2055    5 1455 1217   16  612  175  607  771  634  336  723  580
  114  201  206 1770  579  722]","[ 332 2055    5 1455 1217   16  612  175  607  771  634  336  723  580
  114  206 1770  579  722]",[201],1
111,1,"[2107   44  165  117   54  377  434  439  524 1366  476  139  383  891
  118  466 1195 1146 2300  515]","[2107   44  165  117   54  377  434  439  524 1366  476  139  383  891
 1195 2300  515]",[ 118  466 1146],3
111,3,"[2107   44  165  117   54  377  434  439  524 1366  476  139  383  891
  118  466 1195 1146 2300  515]","[2107   44  165  117   54  377  434  439  524 1366  476  139  891  118
  466 1195 1146  515]",[ 383 2300],2
111,5,"[2107   44  165  117   54  377  434  439  524 1366  476  139  383  891
  118  466 1195 1146 2300  515]","[2107   44  165  117   54  377  434  439  524 1366  476  139  383  891
  118  466 1195 2300  515]",[1146],1
111,7,"[2107   44  165  117   54  377  434  439  524 1366  476  139  383  891
  118  466 1195 1146 2300  515]","[2107   44  165  117   54  377  434  439  524  476  139  383  891  118
  466 1195 1146 2300  515]",[1366],1
117,1,"[2386 1741 2388 1737 2370  612  114  212  323 1725 1008  784 1838  955
 2374 2228    3 2044  427 1840]","[2386 1741 2388 1737 2370  612  114  212  323 1725 1008  784 1838  955
 2374 2044  427 1840]",[   3 2228],2
117,3,"[2386 1741 2388 1737 2370  612  114  212  323 1725 1008  784 1838  955
 2374 2228    3 2044  427 1840]","[2386 1741 2388 1737 2370  612  114  212  323 1725 1008  784 1838  955
 2228    3 2044  427 1840]",[2374],1
117,5,"[2386 1741 2388 1737 2370  612  114  212  323 1725 1008  784 1838  955
 2374 2228    3 2044  427 1840]","[2386 1741 2388 1737 2370  612  114  212  323 1725 1008 1838  955 2374
 2228    3 2044  427 1840]",[784],1
117,7,"[2386 1741 2388 1737 2370  612  114  212  323 1725 1008  784 1838  955
 2374 2228    3 2044  427 1840]","[2386 1741 2388 1737 2370  612  114  212  323 1725 1008 1838  955 2374
 2228    3 2044  427 1840]",[784],1
118,1,"[ 105 2289  548  176   16  274  798  532  516  564  190  643   77 1366
 1630  626   27   42  429   58]","[ 105 2289  548  176   16  274  798  532  516  564  190  643   77 1366
 1630  626   42   58]",[ 27 429],2
118,3,"[ 105 2289  548  176   16  274  798  532  516  564  190  643   77 1366
 1630  626   27   42  429   58]","[ 105 2289  548  176   16  274  798  532  516  564  190  643   77 1366
 1630  626   27   42   58]",[429],1
118,5,"[ 105 2289  548  176   16  274  798  532  516  564  190  643   77 1366
 1630  626   27   42  429   58]","[2289  548  176   16  274  798  532  516  564  190  643   77 1366 1630
  626   27   42  429]",[ 58 105],2
118,7,"[ 105 2289  548  176   16  274  798  532  516  564  190  643   77 1366
 1630  626   27   42  429   58]","[ 105 2289  548  176   16  274  798  532  516  564  190  643   77 1366
 1630  626   42  429   58]",[27],1
123,1,"[1164 1519  666  566   60 1043 1556 1536  528  219  227 1881   90  391
 2116  772 1384 2132 2434 1902]","[1519  666  566   60 1043 1556 1536  528  219  227 1881   90  391 2116
  772 2132 2434 1902]",[1164 1384],2
123,3,"[1164 1519  666  566   60 1043 1556 1536  528  219  227 1881   90  391
 2116  772 1384 2132 2434 1902]","[1164 1519  566   60 1043 1556 1536  528  219  227 1881   90  391 2116
  772 1384 2132 2434 1902]",[666],1
123,5,"[1164 1519  666  566   60 1043 1556 1536  528  219  227 1881   90  391
 2116  772 1384 2132 2434 1902]","[1164 1519  666  566   60 1043 1556 1536  528  219  227   90  391 2116
  772 1384 2132 2434 1902]",[1881],1
123,7,"[1164 1519  666  566   60 1043 1556 1536  528  219  227 1881   90  391
 2116  772 1384 2132 2434 1902]","[1164 1519  566   60 1043 1556 1536  528  219  227 1881   90  391 2116
  772 1384 2132 2434 1902]",[666],1
